SourceID,TargetID,Score,Decision
cmrnm9nd8001urcf0v0r500ah,cmrnm9m4w0012rcf08wl4i25r,0.8157895,MERGE
cmrnm9nd9001vrcf0wv6k8jg6,cmrnm9ncu001trcf01lvi29bi,0.8157895,MERGE
cmrnma02x0072rcf0nt4n2qcp,cmrnm9z4f006ircf0yfmjabg8,0.7166668333333333,MERGE
cmrnma09r0076rcf0u8ff109u,cmrnm9z38006hrcf0m176oidt,0.7696428571428571,MERGE
